web_scraper_order,web_scraper_start_url,container_links,type chaussure,prix,adresse,image_lien
"1771879986-150","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771879991-151","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890","Chaussures enfant Ogiy","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771879997-152","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561","Chaussures enfants","500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771880003-153","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2132107","Chaussures enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1771880009-154","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880014-155","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792","Claquettes enfants","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2141792_uploaded_image1_1589925335.jpg"
"1771880020-156","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2155033","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771880027-157","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2159342","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880032-158","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-bebe-2183732","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771880037-159","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2194875","Chaussures enfants","500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_5726987_uploaded_image2_1768721889.jpeg"
"1771880043-160","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2215961","Mocassins enfant","3 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2215961_uploaded_image1_1591114475.jpg"
"1771880048-161","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2226808","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880054-162","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2226824","Claquettes enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1771880060-163","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232790","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880065-164","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232803","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880071-165","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232916","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880077-166","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2267587","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771880084-167","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-2306870","Bottes de pluie","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2306870_uploaded_image1_1592485025.jpg"
"1771880089-168","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2309224","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880094-169","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-enfants-0-a-12-ans-2309761","","","",""
"1771880100-170","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880105-171","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880111-172","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880116-173","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880122-174","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880127-175","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880132-176","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1771880139-177","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880145-178","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880151-179","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880156-180","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880162-181","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880167-182","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880173-183","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880178-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1771880204-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034","","","",""
"1771880209-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880217-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989","","","",""
"1771880243-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2386398","","","",""
"1771880250-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2387223","Chaussures bébé et enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5758574_uploaded_image1_1770232202.jpg"
"1771880255-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-enfants-2387260","Chaussures talons / enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2387260_uploaded_image1_1593777158.jpg"
"1771880261-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394779","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880268-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880274-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880280-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880286-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880292-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880298-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880306-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880312-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880318-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033","","","",""
"1771880354-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820","","","",""
"1771880368-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1771880373-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880380-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880386-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880392-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527","Chaussures pour filles","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
"1771880397-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443093","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880403-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443671","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771880409-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2443709","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771880415-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2443725","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771880421-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444525","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880427-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2444887","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880433-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2447627","Chaussures enfant Ogiy","17 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1771880439-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2452832","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880445-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2456502","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880450-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2460595","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880456-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2460623","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880462-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472283","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880467-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472298","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880473-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2472307","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880478-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476339","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880484-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2476350","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880490-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2477046","Chaussures enfants","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1771880496-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480204","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880501-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2480205","Chaussures bébés et enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758569_uploaded_image1_1770231833.jpg"
"1771880519-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-2481675","Baskets  Jordan enfants","16 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1771880524-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484004","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880530-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484015","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880536-229","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484019","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880541-230","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2484023","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880548-231","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2486553","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880554-232","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-max-2526613","Baskets Nike Air Max","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2526613_uploaded_image1_1596969629.jpg"
"1771880560-233","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2530121","Chaussures enfant","18 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5284799_uploaded_image1_1744814056.jpg"
"1771880566-234","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2543182","Chaussures enfants","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5327025_uploaded_image1_1747213897.jpg"
"1771880574-235","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2584194","Chaussures enfant","5 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg"
"1771880580-236","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2594069","Chaussures enfants","5 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606532_uploaded_image1_1762343319.jpg"
"1771880586-237","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2601784","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880591-238","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2606174","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880597-239","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2612829","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1771880603-240","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621830","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771880608-241","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621836","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771880613-242","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-2621842","Chaussures enfants","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5416770_uploaded_image1_1752155346.jpg"
"1771880619-243","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2621850","Chaussures bébé et enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
