web_scraper_order,web_scraper_start_url,container_links,type habits,prix,adresse,image_lien
"1771859398-611","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5549382","Ensemble Short","9 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5549382_uploaded_image1_1759190460.jpg"
"1771859401-612","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-en-coton-venant-de-la-turquie-5553333","Lacostes homme","12 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"
"1771859404-613","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/lacostes-homme-5553349","Lacostes homme","12 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5553349_uploaded_image1_1759343446.jpg"
"1771859408-614","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5560169","Costume africain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5560169_uploaded_image1_1759703026.jpg"
"1771859411-615","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-en-coton-5561956","T-shirts en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1771859415-616","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5563903","Caleçons","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5563903_uploaded_image1_1759891202.jpg"
"1771859418-617","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5565386","Costume africain","75 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5565386_uploaded_image1_1759971775.jpg"
"1771859422-618","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/patolo-pour-homme-5524480","Patolo pour homme","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524480_uploaded_image1_1757810630.jpg"
"1771859425-619","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/patolon-pour-homme-5524496","Patolon pour homme","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5524496_uploaded_image1_1757811429.jpg"
"1771859428-620","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/abimen-homme-5569789","Abimen homme","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5569789_uploaded_image1_1760221691.jpg"
"1771859432-621","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-de-pluie-5523711","","","",""
"1771859436-622","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5570642","Vetement homme","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771859439-623","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5573636","Vetement homme","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5127469_uploaded_image1_1736445621.jpg"
"1771859443-624","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5574075","Blouson","13 500 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5574075_uploaded_image1_1760470253.jpg"
"1771859447-625","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/kargo-5527932","Kargo","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527932_uploaded_image1_1758015495.jpg"
"1771859450-626","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-coton-5527936","Pantalon coton","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527936_uploaded_image1_1758015699.jpg"
"1771859454-627","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-coton-par-taille-5527950","Emsemble coton par taille","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5527950_uploaded_image1_1758015984.jpg"
"1771859458-628","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirts-5583295","Tee-shirts","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583295_uploaded_image1_1760984169.jpg"
"1771859462-629","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/boubou-homme-5583429","Boubou homme","20 000 CFA","Gueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_5583429_uploaded_image1_1760991166.jpg"
"1771859466-630","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5585179","Ensemble blouson en coton","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671485_uploaded_image1_1765666732.jpg"
"1771859469-631","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5586869","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771859473-632","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-kaddu-dund-5586874","T-shirts Kaddù dund","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5586874_uploaded_image1_1761172153.jpg"
"1771859476-633","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costumes-africains-5547717","Costumes africains","30 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5547717_uploaded_image1_1759098205.jpg"
"1771859479-634","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-5588312","Ensemble blouson","25 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588312_uploaded_image1_1761261836.jpg"
"1771859482-635","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-nike-tech-5588318","Ensemble nike tech","30 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588318_uploaded_image1_1761262014.jpg"
"1771859485-636","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/survetement-nike-5588324","Survêtement Nike","60 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588326_uploaded_image1_1761262675.jpg"
"1771859489-637","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/survetement-nike-5588326","Survêtement Nike","60 000 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5588326_uploaded_image1_1761262675.jpg"
"1771859494-638","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/polo-5555324","Polo en coton","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771859504-639","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-5548980","Caleçons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2805637_uploaded_image1_1606995436.jpg"
"1771859508-640","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-5548975","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771859512-641","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-5548982","Ensemble short","5 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771859524-642","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jeans-5548983","","","",""
"1771859527-643","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-jeans-5549017","Short jeans","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5549017_uploaded_image1_1759172693.jpg"
"1771859530-644","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-unique-100-coton-5549028","","","",""
"1771859533-645","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5549025","","","",""
"1771859538-646","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-100-coton-5555673","T-shirt Lacoste","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5584603_uploaded_image1_1761052072.jpg"
"1771859541-647","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5569824","","","",""
"1771859545-648","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-lacoste-5584603","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771859548-649","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5550768","Pantalon bas large","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674256_uploaded_image1_1765840156.jpg"
"1771859551-650","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5551999","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771859554-651","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-en-lin-5571613","Ensemble en lin","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5571613_uploaded_image1_1760357230.jpg"
"1771859557-652","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5567797","Pantalon bas large","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5674256_uploaded_image1_1765840156.jpg"
"1771859560-653","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5568202","Lacostes homme","11 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5748678_uploaded_image1_1769718508.jpg"
"1771859564-654","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jeans-5568602","Jeans homme","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5702153_uploaded_image1_1767517880.jpg"
"1771859567-655","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-kaki-polo-5563767","Ensemble kaki + polo","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563767_uploaded_image1_1759876864.jpg"
"1771859571-656","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5563760","Pantalon cargo","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5758901_uploaded_image1_1770244788.jpg"
"1771859574-657","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polo-homme-5563761","Polo homme","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5563761_uploaded_image1_1759876759.jpg"
"1771859577-658","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/djalabeh-5577770","Djalabeh","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657723_uploaded_image1_1764949964.jpg"
"1771859581-659","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polo-en-coton-5554258","Polo en coton","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5554258_uploaded_image1_1759400484.jpg"
"1771859589-660","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-en-coton-5595880","T-shirts en coton","5 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5595880_uploaded_image1_1761763593.jpg"
"1771859592-661","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/fripperie-vintage-milano-5599288","Fripperie - Vintage Milano","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_5599288_uploaded_image2_1761942499.jpeg"
"1771859595-662","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/abaya-homme-bleu-ciel-5604148","Abaya homme bleu ciel","20 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5604148_uploaded_image1_1762219990.jpg"
"1771859598-663","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-pour-homme-5606247","Costume pour homme","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5606247_uploaded_image1_1762334546.jpg"
"1771859601-664","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5612987","Short homme","4 500 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5612987_uploaded_image1_1762697248.jpg"
"1771859605-665","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-en-coton-5612990","Pantalon en coton","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5612990_uploaded_image1_1762697373.jpg"
"1771859608-666","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/abaya-homme-5616609","Abaya homme","4 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5616609_uploaded_image1_1762875617.jpg"
"1771859611-667","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5621021","Vetements homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5066572_uploaded_image1_1732835951.jpg"
"1771859615-668","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-5621540","Chemise homme","8 500 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_5621540_uploaded_image1_1763113503.jpg"
"1771859621-669","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-5624792","Jogging","10 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5746893_uploaded_image1_1769621688.jpg"
"1771859624-670","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/abaya-vip-5627758","Abaya Vip","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5627758_uploaded_image1_1763467598.jpg"
"1771859627-671","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/abaya-5627764","Abaya","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5627764_uploaded_image1_1763467688.jpg"
"1771859630-672","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-homme-5630909","Costume homme","35 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5630909_uploaded_image1_1763595205.jpg"
"1771859635-673","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemise-5588146","Ensemble chemise","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588146_uploaded_image1_1761247172.jpg"
"1771859638-674","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-5588150","Ensemble short","5 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5588150_uploaded_image1_1761247547.jpg"
"1771859641-675","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5635768","Costume africaine","30 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5635768_uploaded_image1_1763846355.jpg"
"1771859645-676","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jackets-homme-5636688","Jackets homme","12 000 CFA","Diamalaye 1, Dakar, Sénégal","https://images.coinafrique.com/thumb_5636688_uploaded_image1_1763904711.jpg"
"1771859648-677","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-courte-manche-homme-5648700","Ensemble courte manche homme","9 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648700_uploaded_image1_1764522517.jpg"
"1771859651-678","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5652008","Jogging","10 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5746893_uploaded_image1_1769621688.jpg"
"1771859654-679","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-blouson-5653962","Ensembles blouson","25 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5653962_uploaded_image1_1764767662.jpg"
"1771859658-680","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polos-homme-5655261","Polos homme","2 800 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_5655261_uploaded_image1_1764838352.jpg"
"1771859661-681","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-wax-homme-5655663","Costume wax homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5655663_uploaded_image1_1764851829.jpg"
"1771859664-682","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/demi-grand-boubou-homme-5663290","Demi grand boubou homme","65 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5663290_uploaded_image1_1765273622.jpg"
"1771859667-683","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5663521","Caleçons","1 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657705_uploaded_image1_1764949059.jpg"
"1771859671-684","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/quarter-zip-5664738","Polo longue manche","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5739549_uploaded_image1_1769280208.jpg"
"1771859674-685","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/spencer-5664755","Spencer","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5664755_uploaded_image1_1765323778.jpg"
"1771859677-686","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-5670248","Sous vêtement homme","6 500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036356_uploaded_image1_1672943814.jpg"
"1771859681-687","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-en-coton-5671485","Ensemble blouson en coton","13 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5671485_uploaded_image1_1765666732.jpg"
"1771859684-688","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-100-coton-5624968","Emsemble 100℅ coton","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5624968_uploaded_image1_1763325481.jpg"
"1771859750-689","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/collants-nike-5635312","Collants Nike","4 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5635312_uploaded_image1_1763821085.jpg"
"1771859756-690","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costumes-homme-5679136","Costumes homme","25 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5679136_uploaded_image1_1766070921.jpg"
"1771859763-691","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-5635943","Pull","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5635943_uploaded_image1_1763859233.jpg"
"1771859766-692","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costumes-hommes-5685012","Costumes hommes","35 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5685012_uploaded_image1_1766413782.jpg"
"1771859770-693","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-5636850","Emsemble","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5636850_uploaded_image1_1763913590.jpg"
"1771859773-694","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemise-classique-manteau-cuir-super-cent-jean-5686384","Chemise classique manteau cuir super cent jean","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686384_uploaded_image1_1766491781.jpg"
"1771859775-695","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5686546","Jeans homme","13 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686546_uploaded_image1_1766498786.jpg"
"1771859779-696","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/doudoune-5686559","Doudoune","12 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686559_uploaded_image1_1766499901.jpg"
"1771859785-697","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-personnalise-5686965","Pull personnalisé","12 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5686965_uploaded_image1_1766517468.jpg"
"1771859788-698","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5640578","Ensemble homme","15 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5640578_uploaded_image1_1764085646.jpg"
"1771859790-699","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/doudoune-sans-maches-5689383","Doudoune sans maches","6 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5689383_uploaded_image1_1766693615.jpg"
"1771859793-700","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pack-pull-casquette-et-echarpe-5690275","Pack pull + Casquette et écharpe","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5690275_uploaded_image1_1766753333.jpg"
"1771859796-701","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/djialab-coton-5648803","Djialab coton","25 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5648803_uploaded_image1_1764526181.jpg"
"1771859799-702","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/veste-chemise-5698028","Veste chemise","15 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698028_uploaded_image1_1767239169.jpg"
"1771859802-703","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/habit-homme-5698516","Habit homme","14 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5698516_uploaded_image1_1767280124.jpg"
"1771859806-704","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-5699731","Tenue africaine","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5699731_uploaded_image1_1767365215.jpg"
"1771859810-705","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pulls-5699835","Pull","6 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739053_uploaded_image1_1769255952.jpg"
"1771859813-706","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-femme-5699838","Ensemble femme","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739061_uploaded_image1_1769256196.jpg"
"1771859817-707","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5664281","Pull-over","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657710_uploaded_image1_1764949465.jpg"
"1771859820-708","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5664276","Pull-over","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657710_uploaded_image1_1764949465.jpg"
"1771859823-709","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5682961","Pull-over","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5657710_uploaded_image1_1764949465.jpg"
"1771859827-710","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5682963","Ensembles Jalabas Homme","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5776991_uploaded_image1_1771261720.jpg"
"1771859830-711","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pull-5682964","Pull","6 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5739053_uploaded_image1_1769255952.jpg"
